案件ID,病害小类,病害大类,道路名称,里程km,数据来源,采集日期,星期,审核结论,驳回原因,事件等级,审核时滞天
2026019898,垃圾满溢,市容环境,布龙路,19.6,两轮车,2026-08-26,周三,审核通过,,轻微,0
2026019899,垃圾满溢,市容环境,龙岗大道,32.6,四轮专车,2026-08-29,周六,审核通过,,轻微,1
2026019900,垃圾满溢,市容环境,沙荷路,12.4,四轮专车,2026-08-16,周日,审核通过,,轻微,2
2026019901,垃圾满溢,市容环境,沙荷路,12.4,两轮车,2026-08-10,周一,审核通过,,轻微,0
2026019902,垃圾满溢,市容环境,龙翔大道,15.8,作业车,2026-08-18,周二,审核通过,,轻微,0
2026019903,垃圾满溢,市容环境,植物园路,7.5,两轮车,2026-08-31,周一,驳回,模糊不清,轻微,0
2026019904,垃圾满溢,市容环境,红棉路,18.2,作业车,2026-08-08,周六,审核通过,,轻微,0
2026019905,垃圾满溢,市容环境,布龙路,19.6,作业车,2026-08-13,周四,审核通过,,轻微,0
2026019906,垃圾满溢,市容环境,鹏达路,6.8,众源车,2026-08-21,周五,审核通过,,轻微,12
2026019907,垃圾满溢,市容环境,坂雪岗大道,14.2,两轮车,2026-08-24,周一,审核通过,,轻微,0
2026019908,垃圾满溢,市容环境,红棉路,18.2,四轮专车,2026-08-11,周二,审核通过,,轻微,1
2026019909,垃圾满溢,市容环境,植物园路,7.5,两轮车,2026-08-24,周一,审核通过,,轻微,1
2026019910,垃圾满溢,市容环境,沙荷路,12.4,作业车,2026-08-08,周六,审核通过,,轻微,0
2026019911,垃圾满溢,市容环境,龙岗大道,32.6,两轮车,2026-08-26,周三,审核通过,,轻微,0
2026019912,垃圾满溢,市容环境,深惠路,21.5,两轮车,2026-08-17,周一,审核通过,,轻微,1
2026019913,垃圾满溢,市容环境,红棉路,18.2,两轮车,2026-08-31,周一,审核通过,,轻微,0
2026019914,垃圾满溢,市容环境,爱南路,10.4,作业车,2026-08-26,周三,审核通过,,轻微,0
2026019915,垃圾满溢,市容环境,红棉路,18.2,四轮专车,2026-08-06,周四,审核通过,,轻微,2
2026019916,垃圾满溢,市容环境,爱南路,10.4,作业车,2026-08-24,周一,审核通过,,轻微,0
2026019917,垃圾满溢,市容环境,龙岗大道,32.6,作业车,2026-08-24,周一,审核通过,,轻微,0
2026019918,垃圾满溢,市容环境,植物园路,7.5,两轮车,2026-08-11,周二,审核通过,,轻微,1
2026019919,垃圾满溢,市容环境,龙岗大道,32.6,众源车,2026-08-28,周五,审核通过,,轻微,3
2026019920,垃圾满溢,市容环境,植物园路,7.5,作业车,2026-08-11,周二,审核通过,,轻微,0
2026019921,垃圾满溢,市容环境,龙岗大道,32.6,作业车,2026-08-26,周三,审核通过,,轻微,0
2026019922,垃圾满溢,市容环境,碧新路,9.1,众源车,2026-08-07,周五,审核通过,,轻微,13
2026019923,垃圾满溢,市容环境,爱南路,10.4,众源车,2026-08-28,周五,审核通过,,轻微,3
2026019924,垃圾满溢,市容环境,坂雪岗大道,14.2,作业车,2026-08-22,周六,审核通过,,轻微,0
2026019925,垃圾满溢,市容环境,龙岗大道,32.6,四轮专车,2026-08-04,周二,审核通过,,轻微,1
2026019926,垃圾满溢,市容环境,坂雪岗大道,14.2,众源车,2026-08-14,周五,审核通过,,轻微,4
2026019927,垃圾满溢,市容环境,坂雪岗大道,14.2,作业车,2026-08-04,周二,驳回,AI误报,轻微,0
2026019928,垃圾满溢,市容环境,布龙路,19.6,四轮专车,2026-08-31,周一,审核通过,,轻微,2
2026019929,垃圾满溢,市容环境,坂雪岗大道,14.2,作业车,2026-08-23,周日,审核通过,,轻微,0
2026019930,垃圾满溢,市容环境,鹏达路,6.8,四轮专车,2026-08-19,周三,审核通过,,轻微,2
2026019931,垃圾满溢,市容环境,鹏达路,6.8,作业车,2026-08-18,周二,审核通过,,轻微,0
2026019932,垃圾满溢,市容环境,布龙路,19.6,两轮车,2026-08-15,周六,审核通过,,轻微,1
2026019933,垃圾满溢,市容环境,龙岗大道,32.6,四轮专车,2026-08-26,周三,审核通过,,轻微,1
2026019934,垃圾满溢,市容环境,龙岗大道,32.6,作业车,2026-08-15,周六,审核通过,,轻微,0
2026019935,垃圾满溢,市容环境,清林路,9.8,四轮专车,2026-08-19,周三,驳回,AI误报,轻微,2
2026019936,垃圾满溢,市容环境,鹏达路,6.8,作业车,2026-08-28,周五,审核通过,,轻微,0
2026019937,垃圾满溢,市容环境,深惠路,21.5,作业车,2026-08-23,周日,审核通过,,轻微,0
2026019938,垃圾满溢,市容环境,龙岗大道,32.6,众源车,2026-08-07,周五,审核通过,,轻微,10
2026019939,垃圾满溢,市容环境,龙翔大道,15.8,众源车,2026-08-07,周五,审核通过,,轻微,3
2026019940,垃圾满溢,市容环境,龙翔大道,15.8,两轮车,2026-08-04,周二,审核通过,,轻微,0
2026019941,垃圾满溢,市容环境,鹏达路,6.8,四轮专车,2026-08-05,周三,审核通过,,严重,2
2026019942,垃圾满溢,市容环境,黄阁路,11.2,作业车,2026-08-05,周三,审核通过,,轻微,0
2026019943,垃圾满溢,市容环境,龙岗大道,32.6,两轮车,2026-08-11,周二,审核通过,,轻微,1
2026019944,垃圾满溢,市容环境,沙荷路,12.4,四轮专车,2026-08-18,周二,审核通过,,轻微,1
2026019945,垃圾满溢,市容环境,龙岗大道,32.6,四轮专车,2026-08-10,周一,审核通过,,严重,2
2026019946,垃圾满溢,市容环境,黄阁路,11.2,作业车,2026-08-20,周四,审核通过,,轻微,0
2026019947,垃圾满溢,市容环境,黄阁路,11.2,作业车,2026-08-31,周一,审核通过,,轻微,0
2026019948,垃圾满溢,市容环境,龙岗大道,32.6,两轮车,2026-09-02,周三,审核通过,,轻微,1
2026019949,垃圾满溢,市容环境,沙荷路,12.4,作业车,2026-08-24,周一,驳回,框选不规范,轻微,0
2026019950,垃圾满溢,市容环境,新生路,8.2,四轮专车,2026-08-07,周五,审核通过,,轻微,1
2026019951,垃圾满溢,市容环境,爱南路,10.4,作业车,2026-08-26,周三,审核通过,,轻微,0
2026019952,垃圾满溢,市容环境,坂雪岗大道,14.2,两轮车,2026-08-28,周五,驳回,AI误报,轻微,0
2026019953,垃圾满溢,市容环境,深惠路,21.5,作业车,2026-08-28,周五,审核通过,,轻微,0
2026019954,垃圾满溢,市容环境,鹏达路,6.8,两轮车,2026-08-31,周一,审核通过,,轻微,0
2026019955,垃圾满溢,市容环境,清林路,9.8,众源车,2026-08-14,周五,驳回,超过时效,轻微,12
2026019956,垃圾满溢,市容环境,植物园路,7.5,两轮车,2026-08-15,周六,审核通过,,轻微,0
2026019957,垃圾满溢,市容环境,龙岗大道,32.6,众源车,2026-08-07,周五,审核通过,,轻微,13
2026019958,垃圾满溢,市容环境,红棉路,18.2,作业车,2026-08-08,周六,审核通过,,轻微,0
2026019959,垃圾满溢,市容环境,龙岗大道,32.6,作业车,2026-08-15,周六,审核通过,,轻微,0
2026019960,垃圾满溢,市容环境,碧新路,9.1,四轮专车,2026-08-10,周一,审核通过,,轻微,1
2026019961,垃圾满溢,市容环境,清林路,9.8,作业车,2026-08-09,周日,审核通过,,严重,0
2026019962,垃圾满溢,市容环境,红棉路,18.2,作业车,2026-08-24,周一,审核通过,,严重,0
2026019963,垃圾满溢,市容环境,鹏达路,6.8,两轮车,2026-08-24,周一,审核通过,,严重,1
2026019964,垃圾满溢,市容环境,植物园路,7.5,作业车,2026-08-05,周三,审核通过,,轻微,0
2026019965,垃圾满溢,市容环境,红棉路,18.2,四轮专车,2026-08-24,周一,审核通过,,轻微,2
2026019966,垃圾满溢,市容环境,黄阁路,11.2,两轮车,2026-08-31,周一,审核通过,,轻微,1
2026019967,垃圾满溢,市容环境,黄阁路,11.2,作业车,2026-08-04,周二,审核通过,,轻微,0
2026019968,垃圾满溢,市容环境,龙岗大道,32.6,作业车,2026-08-27,周四,审核通过,,轻微,0
2026019969,垃圾满溢,市容环境,黄阁路,11.2,作业车,2026-08-25,周二,审核通过,,轻微,0
2026019970,垃圾满溢,市容环境,红棉路,18.2,两轮车,2026-08-28,周五,审核通过,,轻微,1
2026019971,垃圾满溢,市容环境,新生路,8.2,作业车,2026-09-02,周三,审核通过,,轻微,0
2026019972,垃圾满溢,市容环境,爱南路,10.4,四轮专车,2026-08-26,周三,审核通过,,严重,2
2026019973,垃圾满溢,市容环境,新生路,8.2,作业车,2026-08-14,周五,审核通过,,轻微,0
2026019974,垃圾满溢,市容环境,吉祥路,8.6,作业车,2026-08-07,周五,审核通过,,严重,0
2026019975,垃圾满溢,市容环境,龙岗大道,32.6,两轮车,2026-08-31,周一,审核通过,,轻微,1
2026019976,垃圾满溢,市容环境,龙翔大道,15.8,作业车,2026-08-26,周三,审核通过,,轻微,0
2026019977,垃圾满溢,市容环境,清林路,9.8,两轮车,2026-08-17,周一,驳回,模糊不清,轻微,0
2026019978,垃圾满溢,市容环境,沙荷路,12.4,两轮车,2026-08-22,周六,审核通过,,轻微,0
2026019979,垃圾满溢,市容环境,清林路,9.8,作业车,2026-08-20,周四,审核通过,,轻微,0
2026019980,垃圾满溢,市容环境,沙荷路,12.4,两轮车,2026-08-04,周二,审核通过,,轻微,1
2026019981,垃圾满溢,市容环境,红棉路,18.2,众源车,2026-08-07,周五,审核通过,,轻微,9
2026019982,垃圾满溢,市容环境,布龙路,19.6,作业车,2026-08-12,周三,审核通过,,轻微,0
2026019983,垃圾满溢,市容环境,黄阁路,11.2,两轮车,2026-08-22,周六,审核通过,,轻微,1
2026019984,垃圾满溢,市容环境,布龙路,19.6,作业车,2026-08-16,周日,驳回,框选不规范,轻微,0
2026019985,垃圾满溢,市容环境,黄阁路,11.2,四轮专车,2026-08-16,周日,驳回,超过时效,轻微,1
2026019986,垃圾满溢,市容环境,深惠路,21.5,作业车,2026-08-20,周四,审核通过,,轻微,0
2026019987,垃圾满溢,市容环境,吉祥路,8.6,作业车,2026-08-31,周一,审核通过,,轻微,0
2026019988,垃圾满溢,市容环境,黄阁路,11.2,作业车,2026-08-08,周六,审核通过,,严重,0
2026019989,垃圾满溢,市容环境,坂雪岗大道,14.2,两轮车,2026-08-06,周四,审核通过,,轻微,0
2026019990,垃圾满溢,市容环境,深惠路,21.5,作业车,2026-08-19,周三,审核通过,,轻微,0
2026019991,垃圾满溢,市容环境,布龙路,19.6,四轮专车,2026-08-30,周日,审核通过,,轻微,2
2026019992,垃圾满溢,市容环境,龙岗大道,32.6,作业车,2026-09-02,周三,驳回,框选不规范,轻微,0
2026019993,垃圾满溢,市容环境,黄阁路,11.2,众源车,2026-08-07,周五,驳回,模糊不清,轻微,3
2026019994,垃圾满溢,市容环境,红棉路,18.2,众源车,2026-08-07,周五,审核通过,,轻微,8
2026019995,垃圾满溢,市容环境,碧新路,9.1,四轮专车,2026-08-29,周六,审核通过,,轻微,2
2026019996,垃圾满溢,市容环境,爱南路,10.4,两轮车,2026-08-07,周五,审核通过,,轻微,0
2026019997,垃圾满溢,市容环境,布龙路,19.6,两轮车,2026-08-14,周五,审核通过,,严重,0
2026019998,垃圾满溢,市容环境,碧新路,9.1,四轮专车,2026-08-17,周一,审核通过,,轻微,1
2026019999,垃圾满溢,市容环境,黄阁路,11.2,作业车,2026-08-12,周三,审核通过,,轻微,0
2026020000,垃圾满溢,市容环境,龙岗大道,32.6,四轮专车,2026-08-17,周一,审核通过,,轻微,2
2026020001,垃圾满溢,市容环境,清林路,9.8,两轮车,2026-09-03,周四,审核通过,,轻微,0
2026020002,垃圾满溢,市容环境,鹏达路,6.8,四轮专车,2026-09-01,周二,驳回,框选不规范,轻微,1
2026020003,垃圾满溢,市容环境,龙岗大道,32.6,两轮车,2026-08-15,周六,审核通过,,轻微,0
2026020004,垃圾满溢,市容环境,红棉路,18.2,两轮车,2026-08-17,周一,审核通过,,轻微,0
2026020005,垃圾满溢,市容环境,坂雪岗大道,14.2,作业车,2026-09-01,周二,审核通过,,轻微,0
2026020006,垃圾满溢,市容环境,龙翔大道,15.8,作业车,2026-08-10,周一,审核通过,,轻微,0
2026020007,垃圾满溢,市容环境,黄阁路,11.2,作业车,2026-08-21,周五,审核通过,,轻微,0
2026020008,垃圾满溢,市容环境,坂雪岗大道,14.2,两轮车,2026-08-10,周一,审核通过,,轻微,1
2026020009,垃圾满溢,市容环境,吉祥路,8.6,作业车,2026-08-23,周日,审核通过,,轻微,0
2026020010,垃圾满溢,市容环境,龙岗大道,32.6,众源车,2026-08-28,周五,审核通过,,轻微,9
2026020011,垃圾满溢,市容环境,深惠路,21.5,四轮专车,2026-08-09,周日,审核通过,,轻微,1
2026020012,垃圾满溢,市容环境,碧新路,9.1,四轮专车,2026-08-26,周三,驳回,AI误报,轻微,2
2026020013,垃圾满溢,市容环境,龙翔大道,15.8,众源车,2026-08-14,周五,审核通过,,轻微,4
2026020014,垃圾满溢,市容环境,布龙路,19.6,作业车,2026-08-11,周二,审核通过,,轻微,0
2026020015,垃圾满溢,市容环境,龙岗大道,32.6,四轮专车,2026-08-09,周日,审核通过,,轻微,1
2026020016,垃圾满溢,市容环境,红棉路,18.2,作业车,2026-08-28,周五,审核通过,,轻微,0
2026020017,垃圾满溢,市容环境,深惠路,21.5,作业车,2026-09-03,周四,驳回,模糊不清,轻微,0
2026020018,垃圾满溢,市容环境,龙翔大道,15.8,作业车,2026-08-20,周四,审核通过,,轻微,0
2026020019,垃圾满溢,市容环境,清林路,9.8,作业车,2026-08-26,周三,审核通过,,轻微,0
2026020020,垃圾满溢,市容环境,坂雪岗大道,14.2,作业车,2026-08-25,周二,审核通过,,轻微,0
2026020021,垃圾满溢,市容环境,碧新路,9.1,作业车,2026-08-31,周一,审核通过,,轻微,0
2026020022,垃圾满溢,市容环境,碧新路,9.1,众源车,2026-08-28,周五,审核通过,,轻微,13
2026020023,垃圾满溢,市容环境,红棉路,18.2,作业车,2026-08-21,周五,审核通过,,轻微,0
2026020024,垃圾满溢,市容环境,龙岗大道,32.6,众源车,2026-08-21,周五,驳回,AI误报,轻微,4
2026020025,垃圾满溢,市容环境,碧新路,9.1,四轮专车,2026-08-13,周四,审核通过,,轻微,2
2026020026,垃圾满溢,市容环境,沙荷路,12.4,四轮专车,2026-08-16,周日,审核通过,,轻微,1
2026020027,垃圾满溢,市容环境,龙翔大道,15.8,四轮专车,2026-09-01,周二,审核通过,,轻微,1
2026020028,垃圾满溢,市容环境,龙岗大道,32.6,众源车,2026-08-07,周五,驳回,AI误报,轻微,6
2026020029,垃圾满溢,市容环境,清林路,9.8,作业车,2026-08-03,周一,审核通过,,轻微,0
2026020030,垃圾满溢,市容环境,沙荷路,12.4,两轮车,2026-08-19,周三,审核通过,,轻微,0
2026020031,垃圾满溢,市容环境,红棉路,18.2,作业车,2026-08-16,周日,审核通过,,轻微,0
2026020032,垃圾满溢,市容环境,布龙路,19.6,作业车,2026-08-26,周三,审核通过,,轻微,0
2026020033,垃圾满溢,市容环境,吉祥路,8.6,作业车,2026-08-03,周一,审核通过,,轻微,0
2026020034,垃圾满溢,市容环境,沙荷路,12.4,两轮车,2026-09-01,周二,驳回,超过时效,轻微,1
2026020035,垃圾满溢,市容环境,清林路,9.8,众源车,2026-08-14,周五,审核通过,,轻微,8
2026020036,垃圾满溢,市容环境,深惠路,21.5,作业车,2026-08-22,周六,审核通过,,轻微,0
2026020037,垃圾满溢,市容环境,龙翔大道,15.8,众源车,2026-08-07,周五,驳回,模糊不清,轻微,8
2026020038,垃圾满溢,市容环境,龙翔大道,15.8,作业车,2026-08-10,周一,审核通过,,轻微,0
2026020039,垃圾满溢,市容环境,龙岗大道,32.6,两轮车,2026-08-15,周六,审核通过,,轻微,1
2026020040,垃圾满溢,市容环境,沙荷路,12.4,作业车,2026-08-12,周三,审核通过,,轻微,0
2026020041,垃圾满溢,市容环境,碧新路,9.1,众源车,2026-08-14,周五,审核通过,,轻微,8
2026020042,垃圾满溢,市容环境,龙岗大道,32.6,两轮车,2026-08-31,周一,驳回,模糊不清,轻微,1
2026020043,垃圾满溢,市容环境,植物园路,7.5,作业车,2026-08-31,周一,审核通过,,轻微,0
2026020044,垃圾满溢,市容环境,龙岗大道,32.6,众源车,2026-08-28,周五,驳回,超过时效,轻微,7
2026020045,垃圾满溢,市容环境,龙翔大道,15.8,作业车,2026-08-10,周一,审核通过,,轻微,0
2026020046,垃圾满溢,市容环境,坂雪岗大道,14.2,众源车,2026-08-14,周五,审核通过,,轻微,12
2026020047,垃圾满溢,市容环境,爱南路,10.4,作业车,2026-08-07,周五,驳回,框选不规范,轻微,0
2026020048,垃圾满溢,市容环境,龙岗大道,32.6,作业车,2026-09-01,周二,审核通过,,轻微,0
2026020049,垃圾满溢,市容环境,龙岗大道,32.6,作业车,2026-08-09,周日,审核通过,,轻微,0
2026020050,垃圾满溢,市容环境,坂雪岗大道,14.2,两轮车,2026-08-03,周一,审核通过,,轻微,1
2026020051,垃圾满溢,市容环境,沙荷路,12.4,四轮专车,2026-08-30,周日,审核通过,,轻微,2
2026020052,垃圾满溢,市容环境,黄阁路,11.2,两轮车,2026-08-26,周三,审核通过,,轻微,1
2026020053,垃圾满溢,市容环境,爱南路,10.4,作业车,2026-08-25,周二,审核通过,,轻微,0
2026020054,垃圾满溢,市容环境,龙岗大道,32.6,作业车,2026-08-07,周五,审核通过,,轻微,0
2026020055,垃圾满溢,市容环境,碧新路,9.1,两轮车,2026-08-03,周一,审核通过,,轻微,0
2026020056,垃圾满溢,市容环境,龙岗大道,32.6,作业车,2026-08-24,周一,审核通过,,严重,0
2026020057,垃圾满溢,市容环境,新生路,8.2,作业车,2026-08-20,周四,审核通过,,轻微,0
2026020058,垃圾满溢,市容环境,鹏达路,6.8,两轮车,2026-08-08,周六,审核通过,,轻微,1
2026020059,垃圾满溢,市容环境,黄阁路,11.2,两轮车,2026-08-17,周一,审核通过,,轻微,1
2026020060,垃圾满溢,市容环境,鹏达路,6.8,两轮车,2026-08-31,周一,审核通过,,严重,1
2026020061,垃圾满溢,市容环境,爱南路,10.4,作业车,2026-08-31,周一,审核通过,,轻微,0
2026020062,垃圾满溢,市容环境,龙岗大道,32.6,众源车,2026-08-07,周五,审核通过,,轻微,3
2026020063,垃圾满溢,市容环境,龙岗大道,32.6,四轮专车,2026-08-04,周二,审核通过,,轻微,1
2026020064,垃圾满溢,市容环境,龙岗大道,32.6,四轮专车,2026-08-12,周三,审核通过,,轻微,2
2026020065,垃圾满溢,市容环境,深惠路,21.5,四轮专车,2026-08-26,周三,审核通过,,轻微,2
2026020066,垃圾满溢,市容环境,坂雪岗大道,14.2,两轮车,2026-08-28,周五,审核通过,,轻微,1
2026020067,垃圾满溢,市容环境,深惠路,21.5,众源车,2026-08-07,周五,驳回,模糊不清,轻微,13
2026020068,垃圾满溢,市容环境,黄阁路,11.2,作业车,2026-08-21,周五,驳回,AI误报,轻微,0
2026020069,垃圾满溢,市容环境,深惠路,21.5,作业车,2026-08-18,周二,审核通过,,轻微,0
2026020070,垃圾满溢,市容环境,龙岗大道,32.6,四轮专车,2026-08-16,周日,审核通过,,轻微,2
2026020071,垃圾满溢,市容环境,红棉路,18.2,四轮专车,2026-08-07,周五,审核通过,,轻微,2
2026020072,垃圾满溢,市容环境,鹏达路,6.8,作业车,2026-08-16,周日,审核通过,,轻微,0
2026020073,垃圾满溢,市容环境,龙翔大道,15.8,四轮专车,2026-09-03,周四,审核通过,,轻微,2
2026020074,垃圾满溢,市容环境,沙荷路,12.4,两轮车,2026-08-19,周三,审核通过,,轻微,0
2026020075,垃圾满溢,市容环境,龙岗大道,32.6,作业车,2026-08-22,周六,审核通过,,轻微,0
2026020076,垃圾满溢,市容环境,鹏达路,6.8,众源车,2026-08-07,周五,审核通过,,轻微,7
2026020077,垃圾满溢,市容环境,红棉路,18.2,两轮车,2026-08-03,周一,审核通过,,轻微,1
2026020078,垃圾满溢,市容环境,黄阁路,11.2,四轮专车,2026-08-24,周一,审核通过,,轻微,1
2026020079,垃圾满溢,市容环境,龙岗大道,32.6,四轮专车,2026-08-11,周二,审核通过,,轻微,1
2026020080,垃圾满溢,市容环境,龙岗大道,32.6,作业车,2026-08-18,周二,审核通过,,轻微,0
2026020081,垃圾满溢,市容环境,清林路,9.8,四轮专车,2026-08-03,周一,审核通过,,轻微,2
2026020082,垃圾满溢,市容环境,黄阁路,11.2,作业车,2026-08-13,周四,审核通过,,轻微,0
2026020083,垃圾满溢,市容环境,黄阁路,11.2,四轮专车,2026-08-20,周四,审核通过,,轻微,1
2026020084,垃圾满溢,市容环境,红棉路,18.2,四轮专车,2026-08-19,周三,审核通过,,轻微,2
2026020085,垃圾满溢,市容环境,鹏达路,6.8,两轮车,2026-08-15,周六,审核通过,,轻微,1
2026020086,垃圾满溢,市容环境,布龙路,19.6,众源车,2026-08-07,周五,审核通过,,轻微,13
2026020087,垃圾满溢,市容环境,鹏达路,6.8,两轮车,2026-08-09,周日,审核通过,,轻微,1
2026020088,垃圾满溢,市容环境,龙岗大道,32.6,作业车,2026-08-10,周一,审核通过,,轻微,0
2026020089,垃圾满溢,市容环境,龙翔大道,15.8,两轮车,2026-08-21,周五,审核通过,,轻微,0
2026020090,垃圾满溢,市容环境,沙荷路,12.4,两轮车,2026-08-14,周五,审核通过,,轻微,1
2026020091,垃圾满溢,市容环境,吉祥路,8.6,作业车,2026-08-11,周二,审核通过,,轻微,0
2026020092,垃圾满溢,市容环境,清林路,9.8,作业车,2026-08-05,周三,审核通过,,轻微,0
2026020093,垃圾满溢,市容环境,深惠路,21.5,两轮车,2026-08-19,周三,审核通过,,轻微,1
2026020094,垃圾满溢,市容环境,龙岗大道,32.6,四轮专车,2026-08-23,周日,审核通过,,轻微,1
2026020095,垃圾满溢,市容环境,红棉路,18.2,两轮车,2026-08-21,周五,审核通过,,轻微,0
2026020096,垃圾满溢,市容环境,龙岗大道,32.6,四轮专车,2026-08-27,周四,审核通过,,轻微,1
2026020097,垃圾满溢,市容环境,碧新路,9.1,两轮车,2026-08-24,周一,审核通过,,轻微,1
2026020098,垃圾满溢,市容环境,沙荷路,12.4,众源车,2026-08-28,周五,驳回,超过时效,轻微,9
2026020099,垃圾满溢,市容环境,龙岗大道,32.6,四轮专车,2026-08-13,周四,审核通过,,轻微,1
2026020100,垃圾满溢,市容环境,龙翔大道,15.8,作业车,2026-08-28,周五,审核通过,,轻微,0
2026020101,垃圾满溢,市容环境,龙岗大道,32.6,作业车,2026-08-31,周一,审核通过,,轻微,0
2026020102,垃圾满溢,市容环境,鹏达路,6.8,众源车,2026-08-21,周五,驳回,模糊不清,轻微,3
2026020103,垃圾满溢,市容环境,沙荷路,12.4,众源车,2026-08-28,周五,审核通过,,轻微,8
2026020104,垃圾满溢,市容环境,植物园路,7.5,作业车,2026-09-03,周四,审核通过,,轻微,0
2026020105,垃圾满溢,市容环境,黄阁路,11.2,四轮专车,2026-08-20,周四,审核通过,,严重,2
2026020106,垃圾满溢,市容环境,布龙路,19.6,众源车,2026-08-07,周五,审核通过,,轻微,11
2026020107,垃圾满溢,市容环境,深惠路,21.5,作业车,2026-08-10,周一,审核通过,,轻微,0
2026020108,垃圾满溢,市容环境,黄阁路,11.2,两轮车,2026-08-05,周三,审核通过,,轻微,0
2026020109,垃圾满溢,市容环境,黄阁路,11.2,四轮专车,2026-08-29,周六,驳回,模糊不清,轻微,1
2026020110,垃圾满溢,市容环境,龙岗大道,32.6,作业车,2026-08-20,周四,审核通过,,轻微,0
2026020111,垃圾满溢,市容环境,新生路,8.2,四轮专车,2026-09-01,周二,审核通过,,轻微,1
2026020112,垃圾满溢,市容环境,龙翔大道,15.8,作业车,2026-08-27,周四,审核通过,,轻微,0
2026020113,垃圾满溢,市容环境,龙翔大道,15.8,两轮车,2026-08-28,周五,审核通过,,轻微,0
2026020114,垃圾满溢,市容环境,龙翔大道,15.8,作业车,2026-08-16,周日,审核通过,,轻微,0
2026020115,垃圾满溢,市容环境,黄阁路,11.2,两轮车,2026-08-14,周五,审核通过,,轻微,0
2026020116,垃圾满溢,市容环境,龙翔大道,15.8,作业车,2026-08-17,周一,审核通过,,轻微,0
2026020117,垃圾满溢,市容环境,龙翔大道,15.8,两轮车,2026-08-03,周一,审核通过,,轻微,1
2026020118,垃圾满溢,市容环境,龙岗大道,32.6,作业车,2026-08-26,周三,驳回,AI误报,轻微,0
2026020119,垃圾满溢,市容环境,龙翔大道,15.8,作业车,2026-08-31,周一,审核通过,,轻微,0
2026020120,垃圾满溢,市容环境,龙岗大道,32.6,四轮专车,2026-08-03,周一,审核通过,,轻微,1
2026020121,垃圾满溢,市容环境,碧新路,9.1,作业车,2026-08-31,周一,审核通过,,严重,0
2026020122,垃圾满溢,市容环境,沙荷路,12.4,作业车,2026-08-24,周一,审核通过,,轻微,0
2026020123,垃圾满溢,市容环境,植物园路,7.5,作业车,2026-08-20,周四,审核通过,,严重,0
2026020124,垃圾满溢,市容环境,黄阁路,11.2,两轮车,2026-08-25,周二,审核通过,,轻微,0
2026020125,垃圾满溢,市容环境,吉祥路,8.6,作业车,2026-08-03,周一,审核通过,,轻微,0
2026020126,垃圾满溢,市容环境,植物园路,7.5,两轮车,2026-09-03,周四,审核通过,,轻微,1
2026020127,垃圾满溢,市容环境,红棉路,18.2,两轮车,2026-08-30,周日,驳回,超过时效,轻微,0
2026020128,垃圾满溢,市容环境,布龙路,19.6,作业车,2026-08-26,周三,审核通过,,轻微,0
2026020129,垃圾满溢,市容环境,龙岗大道,32.6,作业车,2026-08-13,周四,审核通过,,轻微,0
2026020130,垃圾满溢,市容环境,龙岗大道,32.6,作业车,2026-08-07,周五,驳回,超过时效,轻微,0
2026020131,垃圾满溢,市容环境,龙翔大道,15.8,四轮专车,2026-08-12,周三,审核通过,,严重,2
2026020132,垃圾满溢,市容环境,黄阁路,11.2,作业车,2026-08-18,周二,审核通过,,轻微,0
2026020133,垃圾满溢,市容环境,爱南路,10.4,两轮车,2026-09-03,周四,驳回,框选不规范,轻微,1
2026020134,垃圾满溢,市容环境,红棉路,18.2,众源车,2026-08-21,周五,审核通过,,轻微,3
2026020135,垃圾满溢,市容环境,吉祥路,8.6,作业车,2026-08-26,周三,审核通过,,轻微,0
2026020136,垃圾满溢,市容环境,红棉路,18.2,作业车,2026-08-15,周六,审核通过,,轻微,0
2026020137,垃圾满溢,市容环境,龙岗大道,32.6,四轮专车,2026-08-05,周三,审核通过,,轻微,2
2026020138,垃圾满溢,市容环境,龙岗大道,32.6,众源车,2026-08-28,周五,审核通过,,严重,7
2026020139,垃圾满溢,市容环境,坂雪岗大道,14.2,作业车,2026-08-13,周四,审核通过,,轻微,0
2026020140,垃圾满溢,市容环境,深惠路,21.5,两轮车,2026-08-21,周五,审核通过,,轻微,1
2026020141,垃圾满溢,市容环境,沙荷路,12.4,两轮车,2026-08-13,周四,审核通过,,轻微,1
2026020142,垃圾满溢,市容环境,龙岗大道,32.6,作业车,2026-08-26,周三,审核通过,,轻微,0
2026020143,垃圾满溢,市容环境,布龙路,19.6,两轮车,2026-08-29,周六,驳回,AI误报,轻微,0
2026020144,垃圾满溢,市容环境,爱南路,10.4,两轮车,2026-08-26,周三,审核通过,,轻微,0
2026020145,垃圾满溢,市容环境,龙岗大道,32.6,众源车,2026-08-28,周五,审核通过,,轻微,4
2026020146,垃圾满溢,市容环境,清林路,9.8,两轮车,2026-08-25,周二,审核通过,,轻微,1
2026020147,垃圾满溢,市容环境,黄阁路,11.2,两轮车,2026-08-19,周三,审核通过,,轻微,1
2026020148,垃圾满溢,市容环境,深惠路,21.5,两轮车,2026-08-27,周四,审核通过,,轻微,0
2026020149,垃圾满溢,市容环境,龙岗大道,32.6,作业车,2026-08-24,周一,审核通过,,轻微,0
2026020150,垃圾满溢,市容环境,新生路,8.2,两轮车,2026-08-09,周日,审核通过,,轻微,0
